"Date","RegionID","RegionName","State","Metro","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI" 
2016-04-30,2779,"Lexington","SC","Columbia",239,128000,0,0,0.00946372239747634,-0.00263528699923032,0.00415593687378624,"2010-01","2010-Q1",137700,-0.0704429920116195,"2009-01"
2016-04-30,3025,"Santa Cruz","CA","Santa Cruz",240,703100,0.00875179340028694,0.0246283882250073,0.0646577831617202,0.076742653979291,-0.00288361563714823,"2006-02","2006-Q1",731800,-0.0392183656736813,"2005-06"
2016-04-30,1622,"Clayton","GA","Atlanta",241,84100,0.00960384153661465,0.034440344403444,0.100785340314136,0.0797625854158037,-0.0370690554960039,"2006-09","2006-Q3",123700,-0.320129345189976,"1997-10"
2016-04-30,2668,"Cleveland","OK","Oklahoma City",242,144200,-0.000693000693000693,0.000693962526023595,0.0359195402298851,0.0425134651823162,0.0243189813719957,"2016-02","2016-Q1",144400,-0.00138504155124654,"2016-02"
2016-04-30,423,"Caddo","LA","Shreveport",243,96600,0.00103626943005181,-0.00412371134020619,0.00520291363163372,0.0158395877998436,,"2013-10","2013-Q4",97600,-0.0102459016393443,"2013-07"
2016-04-30,329,"Weld","CO","Greeley",244,246400,0.00448430493273543,0.0228310502283105,0.148717948717949,0.0989890548953274,0.0304757675779417,"2016-04","2016-Q2",246400,0,"2016-04"
2016-04-30,625,"Marin","CA","San Francisco",245,982400,0.00378052518647185,0.0222684703433923,0.0597626752966559,0.0778180677127258,0.0119458406678394,"2016-04","2016-Q2",982400,0,"2016-04"
2016-04-30,2575,"Thurston","WA","Olympia",246,248000,0.00364225010117361,0.0122448979591837,0.0616438356164384,0.022489544285911,-0.00297493244046487,"2007-04","2007-Q2",265900,-0.0673185408048138,"2006-01"
2016-04-30,1138,"Kitsap","WA","Bremerton",247,288600,0.00732984293193717,0.0241305890702626,0.090702947845805,0.0292971696134265,-0.00426416746826308,"2006-10","2006-Q4",311500,-0.0735152487961477,"2006-01"
2016-04-30,2761,"Kalamazoo","MI","Kalamazoo",248,131900,-0.000757575757575758,0.0061022120518688,0.0130568356374808,0.0279806819445927,-0.00400438628223831,"2006-03","2006-Q1",137600,-0.0414244186046512,"2005-01"
2016-04-30,328,"Webb","TX","Laredo",249,110300,-0.00180995475113122,-0.00180995475113122,-0.00987432675044883,0.0270926936405269,0.00975065485584659,"2014-02","2014-Q1",119100,-0.073887489504618,"2013-10"
2016-04-30,410,"Brown","WI","Green Bay",250,149900,0.00133600534402138,0.00604026845637584,0.0232081911262799,0.0186069232515074,0.0013441060410897,"2016-04","2016-Q2",149900,0,"2016-04"
2016-04-30,1509,"Alachua","FL","Gainesville",251,151700,0.00330687830687831,0.0113333333333333,0.0615815255423373,0.0134460564060317,-0.0212252137922085,"2006-11","2006-Q4",195100,-0.222450025627883,"2005-01"
2016-04-30,562,"Hinds","MS","Jackson",252,88800,0.0242214532871972,0.0447058823529412,-0.00892857142857143,0.0140900599272908,0.033778161166595,"2009-08","2009-Q3",104900,-0.1534795042898,"2009-02"
2016-04-30,1761,"Harford","MD","Baltimore",253,248200,-0.000402738622633911,0.0052652895909275,0.0264681555004136,-0.000964166987111104,-0.0175246286747225,"2006-11","2006-Q4",300400,-0.173768308921438,"2005-02"
2016-04-30,1503,"Yakima","WA","Yakima",254,152300,0.00131492439184747,0.00197368421052632,0.038173142467621,0.0161151263819845,0.014024393359797,"2016-04","2016-Q2",152300,0,"2016-04"
2016-04-30,3173,"Norfolk City","VA","Virginia Beach",255,172000,0.0147492625368732,0.0317936412717457,0.0532761788120025,0.00883402946146306,-0.00864417835765574,"2007-05","2007-Q2",197200,-0.127789046653144,"2005-07"
2016-04-30,2399,"Mahoning","OH","Youngstown",256,73800,0.00271739130434783,0.010958904109589,0.0527817403708987,0.0135413095734089,-0.0143772186633152,"2006-06","2006-Q2",85600,-0.13785046728972,"2000-01"
2016-04-30,2156,"Buncombe","NC","Asheville",257,231200,0.00565463244889082,0.0176056338028169,0.0936613055818354,0.0425687696863566,0.0189117527497287,"2016-04","2016-Q2",231200,0,"2016-04"
2016-04-30,3061,"Washington","MN","Minneapolis-St Paul",258,259100,0.00154619250096637,0.00934943513829373,0.0733222866611433,0.0457202844909843,-0.00277462869255707,"2006-04","2006-Q2",266400,-0.0274024024024024,"2005-04"
2016-04-30,2914,"Cumberland","PA","Harrisburg",259,176800,0.00226757369614512,0.00340522133938706,0.00855675984027382,0.0061057412290848,0.00608087609791208,"2010-01","2010-Q1",178400,-0.00896860986547085,"2008-11"
2016-04-30,2429,"McLennan","TX","Waco",260,112700,0.00625,0.0208333333333333,0.0358455882352941,0.0191544617932811,0.01766134368773,"2013-11","2013-Q4",112800,-0.000886524822695035,"2013-11"
2016-04-30,1283,"Oneida","NY","Utica",261,111700,0.00994575045207957,0.0154545454545455,0.0117753623188406,0.0134151128195898,0.015579962321558,"2016-04","2016-Q2",111700,0,"2016-04"
2016-04-30,3225,"Saint Tammany","LA","New Orleans",262,183900,-0.00108636610537751,0.0115511551155116,0.0766978922716628,,,"2014-03","2014-Q1",200000,-0.0805,"2012-02"
2016-04-30,2699,"Frederick","MD","Washington",263,276800,-0.00144300144300144,-0.00288184438040346,0.0135481508604907,0.0169407721371131,-0.0252867774387151,"2006-06","2006-Q2",358400,-0.227678571428571,"2004-07"
2016-04-30,802,"Weber","UT","Ogden",264,175500,0.00630733944954128,0.0203488372093023,0.084672435105068,0.0218786193083873,0.0121728241418781,"2008-05","2008-Q2",195500,-0.10230179028133,"2007-03"
2016-04-30,225,"Lake","OH","Cleveland",265,134000,0,-0.0014903129657228,0.00979653353428787,0.00623432828567672,-0.0149602993053954,"2006-07","2006-Q3",155900,-0.14047466324567,"2001-10"
2016-04-30,2967,"Montgomery","AL","Montgomery",266,88400,0.00226757369614512,0,0,-0.0323531009255993,-0.0129428939425003,"2010-01","2010-Q1",117900,-0.250212044105174,"2004-06"
2016-04-30,344,"York","SC","Charlotte",267,161800,-0.00308071472581639,-0.0128126906650397,0.0253485424588086,0.0277566622642818,0.014867418129743,"2016-01","2016-Q1",163900,-0.0128126906650397,"2015-11"
2016-04-30,3254,"Chesapeake City","VA","Virginia Beach",268,241900,-0.00288540807914262,-0.000826104915324246,0.019814502529511,0.00952633993143182,-0.00967538832084136,"2006-08","2006-Q3",269800,-0.103409933283914,"2005-07"
2016-04-30,126,"Clay","MO","Kansas City",269,140300,0.00214285714285714,0.00790229885057471,0.0548872180451128,0.0155228598204087,-0.00751974752423101,"2007-08","2007-Q3",154900,-0.0942543576500968,"2002-06"
2016-04-30,864,"Benton","AR","Fayetteville",270,147200,0.00546448087431694,0.0151724137931034,0.0736688548504741,0.0375888077007702,0.00254896019872275,"2006-11","2006-Q4",147800,-0.0040595399188092,"2006-09"
2016-04-30,418,"Butte","CA","Chico",271,239500,0.00335148722245496,0.0126849894291755,0.0444832097688618,0.0450946645659334,-0.0233079963693867,"2006-04","2006-Q2",303200,-0.21009234828496,"2004-08"
2016-04-30,2529,"Saratoga","NY","Albany",272,241400,0.00457761131918435,0.0113112693757855,0.00877559548683661,0.0120206193094292,0.00432654979410341,"2016-04","2016-Q2",241400,0,"2016-04"
2016-04-30,2744,"Jefferson","MO","St. Louis",273,140000,0.00791936645068395,0.00791936645068395,0.03397341211226,-0.00297329348033026,-0.0123968072302353,"2009-09","2009-Q3",164300,-0.147900182592818,"2005-03"
2016-04-30,1946,"Niagara","NY","Buffalo",274,114300,0,0.00793650793650794,0.016,0.0277091292206124,0.0249896431463206,"2016-04","2016-Q2",114300,0,"2016-04"
2016-04-30,2885,"Barnstable","MA","Cape Cod",275,368300,-0.000271444082519001,0.00244964616222101,0.0176844432163581,0.0188910141712935,-0.0100147343245173,"2005-10","2005-Q4",409800,-0.101268911664226,"2004-04"
2016-04-30,2949,"Lackawanna","PA","Scranton",276,116700,0.00430292598967298,0.0077720207253886,0.00516795865633075,-0.017854136755373,-0.00261828094643601,"2008-03","2008-Q1",128500,-0.0918287937743191,"2006-03"
2016-04-30,2188,"Cherokee","GA","Atlanta",277,198000,0.00558659217877095,0.0185185185185185,0.0714285714285714,0.0470979118907395,0.00946447609924728,"2016-04","2016-Q2",198000,0,"2016-04"
2016-04-30,1480,"Warren","OH","Cincinnati",278,189100,0.00478214665249734,0.0133976420150054,0.0338983050847458,0.0233361702663479,0.00101035122335746,"2006-12","2006-Q4",189900,-0.00421274354923644,"2006-11"
2016-04-30,2112,"Yavapai","AZ","Prescott",279,246800,0.000405350628293474,0.00447700447700448,0.0444350402031316,0.0599118727049324,-0.0171471426439431,"2006-09","2006-Q3",299300,-0.175409288339459,"2005-06"
2016-04-30,2583,"Trumbull","OH","Youngstown",280,77600,-0.0025706940874036,-0.00767263427109974,0.0117340286831812,0.00764655372068468,-0.0161268826643143,"2006-03","2006-Q1",91900,-0.155603917301415,"2000-02"
2016-04-30,725,"Smith","TX","Tyler",281,134900,0.00671641791044776,0.00897531787584144,0.0441176470588235,,,"2011-10","2011-Q4",143800,-0.0618915159944367,
2016-04-30,2252,"Dona Ana","NM","Las Cruces",282,136000,0.00147275405007364,0.000735835172921266,0.000735835172921266,-0.0217419567499262,-0.0043079114009188,"2009-06","2009-Q2",171300,-0.206071220081728,"2005-12"
2016-04-30,3070,"Washington","PA","Pittsburgh",283,132400,0.00151285930408472,0.00303030303030303,0.00303030303030303,0.0276877982513002,0.0201072277869614,"2015-02","2015-Q1",132800,-0.00301204819277108,"2015-02"
2016-04-30,2619,"Arlington","VA","Washington",284,614200,0.0013042060645582,0.000488678937937775,-0.00146317671923265,0.0363017675082307,0.00877793032844143,"2015-04","2015-Q2",615100,-0.00146317671923265,"2015-04"
2016-04-30,1032,"Gaston","NC","Charlotte",285,111000,0.00543478260869565,0.0109289617486339,0.052132701421801,0.0292477309172723,0.00760603589566045,"2016-04","2016-Q2",111000,0,"2016-04"
2016-04-30,3219,"Richmond City","VA","Richmond",286,154700,-0.00193548387096774,0.00389357560025957,0.0757997218358832,0.0273128593636569,0.00691384413706064,"2008-03","2008-Q1",157900,-0.0202659911336289,"2007-12"
2016-04-30,553,"Henry","GA","Atlanta",287,147400,0.00340367597004765,0.0109739368998628,0.0743440233236152,0.0462079897592309,-0.00666868473656734,"2006-12","2006-Q4",162600,-0.0934809348093481,"2004-09"
2016-04-30,1809,"Jackson","OR","Medford",288,236900,0.0038135593220339,0.0115286080273271,0.0942263279445728,0.0554199491094887,-0.018864731381906,"2006-05","2006-Q2",287500,-0.176,"2005-02"
2016-04-30,3109,"New Hanover","NC","Wilmington",289,194000,0.00103199174406605,0.00466079751424133,0.044695745826602,0.0215298223536746,-0.0109589261659427,"2006-11","2006-Q4",226900,-0.144997796386073,"2005-11"
2016-04-30,770,"Union","NC","Charlotte",290,198200,0.000504795557799091,0.0081383519837233,0.0598930481283422,0.0359691040585894,0.0137499964246848,"2016-04","2016-Q2",198200,0,"2016-04"
2016-04-30,2086,"Whatcom","WA","Bellingham",291,303400,0.0069697975439761,0.0215488215488215,0.0701940035273369,0.0420748086795615,0.00662966243783747,"2016-04","2016-Q2",303400,0,"2016-04"
2016-04-30,2648,"Champaign","IL","Champaign-Urbana",292,131700,0.0038109756097561,0.00304645849200305,-0.000758725341426404,0.00275612817143966,-0.00150605229914191,"2007-12","2007-Q4",135600,-0.0287610619469027,"2007-04"
2016-04-30,340,"Yolo","CA","Sacramento",293,376200,0.00373532550693703,0.00749866095340118,0.0797933409873708,0.0798611904134912,-0.0221607643194262,"2006-03","2006-Q1",472300,-0.203472369256828,"2004-08"
2016-04-30,895,"Broome","NY","Binghamton",294,94500,-0.0176715176715177,-0.0444893832153691,-0.0689655172413793,-0.0130205086829387,0.00279377585211327,"2013-04","2013-Q2",110200,-0.142468239564428,"2006-08"
2016-04-30,2509,"Richmond","GA","Augusta",295,81100,0,0,0.0505181347150259,-0.006291329462627,-0.0066548500179936,"2007-12","2007-Q4",91500,-0.113661202185792,"2004-11"
2016-04-30,3129,"Saint Louis","MN","Duluth",296,114900,0.001743679163034,0.00789473684210526,0.0953288846520496,0.0185720368855506,0.00382149293113088,"2007-02","2007-Q1",116700,-0.0154241645244216,"2006-12"
2016-04-30,1210,"Mohave","AZ","Lake Havasu City",297,172700,0.00523864959254948,0.0146886016451234,0.0569155446756426,0.0568277499923813,-0.0327348208704684,"2006-07","2006-Q3",243500,-0.290759753593429,"2004-09"
2016-04-30,2010,"Saginaw","MI","Saginaw",298,69900,-0.00285306704707561,-0.0168776371308017,-0.00142857142857143,0.00143678753699716,-0.0275203536783459,"2005-03","2005-Q1",95300,-0.266526757607555,"1997-12"
2016-04-30,1691,"Elkhart","IN","Elkhart",299,121500,-0.00164338537387017,0,0.0565217391304348,0.0245963426841418,-0.00465236832907179,"2008-06","2008-Q2",133400,-0.0892053973013493,"2005-04"
2016-04-30,2526,"Sangamon","IL","Springfield",300,121000,0.00665557404326123,0.0125523012552301,0.05125977410947,-0.000165207344224649,0.00921019639331155,"2012-08","2012-Q3",125800,-0.0381558028616852,"2011-12"
2016-04-30,2206,"Clermont","OH","Cincinnati",301,150000,-0.00398406374501992,-0.0125082290980908,0.0197144799456152,0.0165216745180428,-0.00210866994620884,"2006-11","2006-Q4",158300,-0.0524320909665193,"2005-07"
2016-04-30,347,"Yuma","AZ","Yuma",302,123200,-0.00564971751412429,-0.0191082802547771,-0.00242914979757085,0.00594886656002558,-0.0346542716473722,"2006-08","2006-Q3",180500,-0.317451523545706,"2004-12"
2016-04-30,1348,"Racine","WI","Racine",303,144600,0.00486448922863099,0.0190274841437632,0.0432900432900433,0.00562623420945796,-0.0200701813520245,"2006-03","2006-Q1",177800,-0.186726659167604,"2004-04"
2016-04-30,1381,"Shelby","AL","Birmingham",304,184300,0.0016304347826087,0.00600436681222707,0.0154269972451791,0.0183293096418771,0.00236359026436794,"2015-06","2015-Q2",185300,-0.00539665407447383,"2015-06"
2016-04-30,890,"Brazos","TX","College Station",305,173300,0.00755813953488372,0.0248373743347132,0.0968354430379747,0.0249624603624017,0.0242321860776842,"2016-04","2016-Q2",173300,0,"2016-04"
2016-04-30,3043,"Tuscaloosa","AL","Tuscaloosa",306,150500,-0.00791034937376401,-0.0118187787261983,-0.0150523560209424,0.0265793256919185,0.00704269364844068,"2015-04","2015-Q2",152800,-0.0150523560209424,"2015-02"
2016-04-30,1832,"Kanawha","WV","Charleston",307,91500,0,0.0189309576837416,0.102409638554217,0.0201831624228717,0.0271462984321427,"2016-04","2016-Q2",91500,0,"2016-04"
2016-04-30,2644,"Calcasieu","LA","Lake Charles",308,154000,0.010498687664042,0.0246174318030605,0.0845070422535211,0.040455413199489,0.0338443644911746,"2016-04","2016-Q2",154000,0,"2016-04"
2016-04-30,118,"Clay","FL","Jacksonville",309,164200,-0.000608642726719416,0.00428134556574924,0.0148331273176761,0.0273164689053322,-0.0211332484070414,"2006-12","2006-Q4",212200,-0.226201696512724,"2005-03"
2016-04-30,3128,"Saint Johns","FL","Jacksonville",310,267200,0.00375657400450789,0.0117379780386217,0.0388802488335925,0.0488584242348258,-0.0207695154756992,"2006-07","2006-Q3",335100,-0.202626081766637,"2005-03"
2016-04-30,2955,"Litchfield","CT","Torrington",311,218200,-0.000915750915750916,-0.00137299771167048,-0.0263275323516287,-0.0143053943139783,-0.0275756126352962,"2006-09","2006-Q3",290200,-0.248104755341144,"2003-06"
2016-04-30,2448,"Muscogee","GA","Columbus",312,93800,0,-0.00106496272630458,0.00106723585912487,-0.0158488006189116,-0.00221166324848354,"2010-09","2010-Q3",103800,-0.0963391136801541,"2005-07"
2016-04-30,913,"Canyon","ID","Boise City",313,136900,0.00513950073421439,0.0186011904761905,0.0754124116260801,0.0822672219882225,0.0000730753804709661,"2007-08","2007-Q3",171700,-0.202679091438556,"2006-05"
2016-04-30,2122,"Anderson","SC","Greenville",314,118300,-0.000844594594594595,-0.00671704450041982,0.0619389587073609,0.0280861392332028,0.0171509764144946,"2015-12","2015-Q4",119200,-0.0075503355704698,"2015-11"
2016-04-30,1314,"Peoria","IL","Peoria",315,100100,0.002002002002002,0.00603015075376884,0.0203873598369011,0.00180796681080442,0.00171435605729187,"2008-11","2008-Q4",105100,-0.0475737392959087,"2007-02"
2016-04-30,1092,"Hawaii","HI","Hilo",316,321500,0.0031201248049922,0.0103708359522313,0.0391079508726568,0.0510901884434971,-0.0195060436162795,"2006-07","2006-Q3",397400,-0.190991444388525,"2005-03"
2016-04-30,905,"Butler","PA","Pittsburgh",317,193600,-0.00154718927282104,-0.00717948717948718,-0.00921187308085977,0.0231106444237972,0.0203986782414027,"2015-05","2015-Q2",195600,-0.0102249488752556,"2015-01"
2016-04-30,3080,"Williamson","TN","Nashville",318,395100,0.00611153552330023,0.0182989690721649,0.0759803921568627,0.0628532601415546,0.0307356410834088,"2016-04","2016-Q2",395100,0,"2016-04"
2016-04-30,1448,"Ulster","NY","Kingston",319,187600,0.0075187969924812,0.0229007633587786,0.0341786108048512,-0.011828521342036,-0.0235149745561671,"2006-08","2006-Q3",244500,-0.232719836400818,"2004-01"
2016-04-30,1525,"Baldwin","AL","Daphne",320,194400,0.00154559505409583,0.00725388601036269,0.0351437699680511,0.0486506277071317,-0.00839527186629641,"2006-06","2006-Q2",214800,-0.0949720670391061,"2005-10"
2016-04-30,2691,"El Dorado","CA","Sacramento",321,389300,0.00335051546391753,0.0106438213914849,0.0515937331172339,0.0662356280941636,-0.0197823400914136,"2005-12","2005-Q4",478300,-0.186075684716705,"2004-10"
2016-04-30,2959,"Livingston","MI","Detroit",322,220700,0.00318181818181818,0.00822293284604842,0.0227062094531974,0.0710311820572749,-0.00515225255137097,"2005-12","2005-Q4",236600,-0.0672020287404903,"2003-02"
2016-04-30,2460,"Okaloosa","FL","Crestview-Fort Walton Beach-Destin, FL",323,182300,0.000548847420417124,-0.0010958904109589,0.00164835164835165,0.0212583431621385,-0.0317821292990869,"2005-12","2005-Q4",257400,-0.291763791763792,"2004-11"
2016-04-30,3278,"Newport News City","VA","Virginia Beach",324,162300,-0.00123076923076923,-0.00976205003050641,-0.0139732685297691,-0.00934407523589142,-0.0137494437065577,"2007-11","2007-Q4",200700,-0.191330343796712,"2005-07"
2016-04-30,3146,"Vanderburgh","IN","Evansville",325,101900,0.00295275590551181,0.00295275590551181,0.0875133404482391,0.0188851711281974,-0.000489357463232865,"2006-01","2006-Q1",104100,-0.021133525456292,"2005-09"
2016-04-30,172,"Hall","GA","Gainesville",326,156300,-0.00382409177820268,-0.00887761572606214,0.0567951318458418,0.0335907641575901,-0.00485803744574376,"2007-07","2007-Q3",169000,-0.0751479289940828,"2005-09"
2016-04-30,2159,"Cabarrus","NC","Charlotte",327,161700,0.00559701492537313,0.0169811320754717,0.0486381322957199,0.0375225558951602,0.0147320119856824,"2016-04","2016-Q2",161700,0,"2016-04"
2016-04-30,2023,"Shawnee","KS","Topeka",328,102400,0.000977517106549365,0.000977517106549365,0.0589451913133402,0,,"2008-08","2008-Q3",121100,-0.154417836498761,
2016-04-30,2141,"Berkeley","SC","Charleston",329,164800,0.00121506682867558,0.0110429447852761,0.0496815286624204,0.0327136259242287,0.00563174740371952,"2016-04","2016-Q2",164800,0,"2016-04"
2016-04-30,1285,"Onslow","NC","Jacksonville",330,129900,-0.000769230769230769,-0.00459770114942529,-0.0225733634311512,-0.0238983741615676,0.00281444255997521,"2010-04","2010-Q2",151600,-0.143139841688654,"2006-08"
2016-04-30,1380,"Shasta","CA","Redding",331,212300,0.00568450971103742,0.012881679389313,-0.00655124005615349,0.0463057384576699,-0.0286781342089734,"2006-03","2006-Q1",284200,-0.252990851513019,"2004-07"
2016-04-30,2820,"Outagamie","WI","Appleton",332,146500,0.000683060109289618,0.00618131868131868,0.0338743824982357,0.0192170495591095,0.00768728276255914,"2016-04","2016-Q2",146500,0,"2016-04"
2016-04-30,1711,"Forsyth","GA","Atlanta",333,278700,0.00287873335732278,0.00795660036166365,0.0410907732536421,0.0456020381667304,0.00724111519270609,"2016-04","2016-Q2",278700,0,"2016-04"
2016-04-30,872,"Benton","WA","Kennewick",334,233700,0.00732758620689655,0.011250540891389,0.0522287257991896,0.0640946750200537,0.0414466084040712,"2016-04","2016-Q2",233700,0,"2016-04"
2016-04-30,2354,"Imperial","CA","El Centro",335,172700,0.00994152046783626,0.0347513481126423,0.0807259073842303,0.0709282463296155,-0.0393081651534877,"2006-09","2006-Q3",263700,-0.345089116420174,"2004-09"
2016-04-30,2249,"Delaware","OH","Columbus",336,262800,0.0022883295194508,0.00420328620557891,0.033831628638867,0.0303580331018511,0.00890675084919423,"2016-04","2016-Q2",262800,0,"2016-04"
2016-04-30,3041,"Tippecanoe","IN","Lafayette-West Lafayette, IN",337,127300,0.00473559589581689,0.00632411067193676,0.0233118971061093,0.0110398447887121,-0.000156973581869835,"2009-08","2009-Q3",131300,-0.0304645849200305,"2007-10"
2016-04-30,2341,"Hernando","FL","Tampa",338,125800,0.0112540192926045,0.0261011419249592,0.0958188153310105,0.0540248095993152,-0.0459224283505199,"2006-08","2006-Q3",205300,-0.387238188017535,"2004-04"
2016-04-30,1191,"Medina","OH","Cleveland",339,175500,0.00285714285714286,0.00573065902578797,0.0299295774647887,0.0204571842626804,-0.00101989656901935,"2006-01","2006-Q1",177500,-0.0112676056338028,"2005-08"
2016-04-30,2982,"Montgomery","TN","Clarksville",340,138100,-0.00432588320115357,-0.00288808664259928,0.0139500734214391,0.015464222867116,0.0227319338824039,"2016-02","2016-Q1",138900,-0.00575953923686105,"2016-01"
2016-04-30,2449,"Muskegon","MI","Muskegon",341,98700,0.00509164969450102,0.0175257731958763,0.0918141592920354,0.0418668520775762,-0.00190491446564223,"2007-03","2007-Q1",103300,-0.0445304937076476,"2003-09"
2016-04-30,1225,"Monroe","PA","East Stroudsburg",342,124400,0.0024174053182917,0.00484652665589661,0,-0.034145443458563,-0.0440524671256415,"2006-12","2006-Q4",201300,-0.382016890213612,"2002-06"
2016-04-30,2360,"Johnston","NC","Raleigh",343,152400,0.0019723865877712,0.0099403578528827,0.0304259634888438,0.0216833214725294,0.0109313047969319,"2016-04","2016-Q2",152400,0,"2016-04"
2016-04-30,67,"Bay","FL","Panama City",344,171200,-0.000583771161704612,0.00943396226415094,0.0319469559975889,0.0301097091510618,-0.0373473670282557,"2006-01","2006-Q1",251300,-0.318742538798249,"2004-08"
2016-04-30,283,"Pitt","NC","Greenville",345,110300,0.000907441016333938,0,0.00914913083257091,0.00200658308853674,0.000636857882475805,"2009-03","2009-Q1",116400,-0.0524054982817869,"2007-03"
2016-04-30,1595,"Carroll","MD","Baltimore",346,293700,0.00204708290685773,0.0082389289392379,-0.00406917599186165,0.012949984476724,-0.0179163791247932,"2006-04","2006-Q2",351900,-0.16538789428815,"2004-12"
2016-04-30,2878,"Winnebago","WI","Oshkosh",347,143500,0.00209497206703911,-0.000696378830083565,0.00419874037788663,0.0119872523746114,0.00168804077359752,"2015-08","2015-Q3",145100,-0.011026878015162,"2015-05"
2016-04-30,1862,"Licking","OH","Columbus",348,178200,-0.0267613326051338,-0.078593588417787,-0.151024297284421,0.0774884596792891,0.0297653440047965,"2015-06","2015-Q2",210600,-0.153846153846154,"2014-08"
2016-04-30,1837,"Kenosha","WI","Chicago",349,148200,0.00542740841248304,0.0122950819672131,0.0227743271221532,0.0100103360329191,-0.0164849375360619,"2006-08","2006-Q3",177700,-0.166010129431626,"2003-08"
2016-04-30,202,"Kent","RI","Providence",350,195400,0.00308008213552361,0.00721649484536082,0.0371549893842887,0.0133096318374388,-0.0277470917709223,"2005-08","2005-Q3",260500,-0.249904030710173,"2003-09"
2016-04-30,2800,"Middlesex","CT","Hartford",351,246600,-0.00403877221324717,-0.00963855421686747,-0.019872813990461,-0.0101460008895757,-0.0182923109162548,"2006-10","2006-Q4",299900,-0.177725908636212,"2004-02"
2016-04-30,1330,"Porter","IN","Chicago",352,166900,0.0090689238210399,0.0139732685297691,0.0115151515151515,-0.00107501443060054,0.00224435361331898,"2013-12","2013-Q4",182100,-0.0834706205381658,"2012-11"
2016-04-30,3123,"Saint Clair","MI","Detroit",353,133200,0.00528301886792453,0.0261941448382126,0.0829268292682927,0.0611427374026483,-0.0129861534149636,"2005-08","2005-Q3",153900,-0.134502923976608,"2001-12"
2016-04-30,2242,"Davidson","NC","Winston-Salem",354,112200,-0.00707964601769911,-0.00355239786856128,-0.00443655723158829,0.0253485756577327,0.0110733876357834,"2016-02","2016-Q1",113300,-0.00970873786407767,"2016-01"
2016-04-30,395,"Boone","MO","Columbia",355,152400,0.00594059405940594,0.0132978723404255,0.0297297297297297,0.00751560687592256,0.00085704445027468,"2014-02","2014-Q1",155700,-0.0211946050096339,"2012-10"
2016-04-30,199,"Kent","DE","Dover",356,170800,0.00470588235294118,0.00826446280991736,0.0270595309681299,0.0151881455552476,-0.00572863951268021,"2007-01","2007-Q1",192100,-0.110879750130141,"2005-12"
2016-04-30,2138,"Beaufort","SC","Hilton Head Island",357,283900,0.00745209368346345,0.0234318673395818,0.0569620253164557,0.0217038794521844,-0.0173202149233458,"2006-08","2006-Q3",350500,-0.190014265335235,"2005-05"
2016-04-30,1061,"Greene","OH","Dayton",358,143200,-0.00139470013947001,0.00209937018894332,0.000698812019566737,0.00381420880107974,-0.00227572399788556,"2005-08","2005-Q3",152100,-0.0585141354372124,"2005-03"
2016-04-30,1975,"Portage","OH","Akron",359,146000,0.000685400959561343,0.00481761871988988,0.020979020979021,0.0183675243973345,-0.0024328801215896,"2007-02","2007-Q1",151000,-0.033112582781457,"2005-04"
2016-04-30,983,"DeSoto","MS","Memphis",360,134400,0.00298507462686567,0.00598802395209581,0.0658207771609833,0.00590681711513685,,"2013-09","2013-Q3",139500,-0.0365591397849462,"2013-03"
2016-04-30,1407,"Sumner","TN","Nashville",361,185700,0.00487012987012987,0.0180921052631579,0.0859649122807018,0.0485637891369008,0.0263296807313267,"2016-04","2016-Q2",185700,0,"2016-04"
2016-04-30,1802,"Jackson","MI","Jackson",362,114600,0,0.00526315789473684,0.0700280112044818,0.0364869100900223,-0.011151727328089,"2005-12","2005-Q4",130000,-0.118461538461538,"2003-04"
2016-04-30,2650,"Charlotte","FL","Punta Gorda",363,182000,0.00775193798449612,0.0224719101123596,0.064327485380117,0.0865091399815228,-0.0315948894601618,"2006-04","2006-Q2",250900,-0.274611398963731,"2004-10"
2016-04-30,1133,"Kenton","KY","Cincinnati",364,133300,0.00150262960180316,0.00376506024096386,0.0373540856031128,0.0148968415490343,0.00509092895031293,"2016-04","2016-Q2",133300,0,"2016-04"
2016-04-30,1789,"Iredell","NC","Charlotte",365,147900,-0.00135043889264011,0.00271186440677966,0.0602150537634409,0.0328981666657211,0.0138449112409122,"2016-03","2016-Q1",148100,-0.00135043889264011,"2016-02"
2016-04-30,3004,"Rensselaer","NY","Albany",366,165500,-0.0012070006035003,-0.00719856028794241,0.0305105853051059,-0.00358646421356579,0.000545439355392086,"2008-09","2008-Q3",175500,-0.056980056980057,"2006-05"
2016-04-30,1337,"Pueblo","CO","Pueblo",367,123700,0.00161943319838057,0.00569105691056911,0.0636285468615649,0.0243128345216108,-0.000644435912555252,"2007-08","2007-Q3",125000,-0.0104,"2006-01"
2016-04-30,704,"Sarpy","NE","Omaha",368,175800,0.00170940170940171,0.00744985673352435,0.0396215257244234,0.0415831459494118,0.0188174102681915,"2016-04","2016-Q2",175800,0,"2016-04"
2016-04-30,2714,"Hampshire","MA","Springfield",369,248600,0.000402414486921529,0.00444444444444444,0.0101584721657863,0.012524771749302,-0.00300679155911654,"2006-05","2006-Q2",256900,-0.032308291163877,"2005-07"
