"Date","RegionID","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI" 
2016-04-30,47954,"Tavares","FL","Orlando","Lake",2702,148300,0.00135043889264011,0.00678886625933469,0.043631245601689,0.0631234616577785,-0.0294166526599468,"2006-09","2006-Q3",205200,-0.27729044834308,"2004-12"
2016-04-30,12477,"Lusby","MD","Washington","Calvert",2703,202700,-0.0029513034923758,-0.00637254901960784,-0.0273512476007678,-0.0133596009011809,-0.0309561521708493,"2006-07","2006-Q3",281500,-0.279928952042629,"2004-08"
2016-04-30,14474,"Wareham","MA","Boston","Plymouth",2704,242400,-0.00246913580246914,0.00497512437810945,0.0288624787775891,0.0288182714404583,-0.0174980235717574,"2005-12","2005-Q4",294300,-0.176350662589195,"2004-01"
2016-04-30,395544,"Upper Saucon Township","PA","Allentown","Lehigh",2705,271100,-0.00367511944138184,-0.00294225818315557,0.0284522003034901,0.0186294081356793,-0.0123268151418801,"2007-05","2007-Q2",312900,-0.133589006072228,"2005-05"
2016-04-30,41669,"Westbury","NY","New York","Nassau",2706,421600,-0.00869974135904068,-0.0142623334112696,0.029045643153527,0.0303265015036311,-0.013565210074874,"2006-05","2006-Q2",485200,-0.131079967023908,"2004-11"
2016-04-30,396739,"Gates-North Gates","NY","Rochester","Monroe",2707,104700,-0.000954198473282443,0.00383509108341323,0.016504854368932,-0.00133181599102072,0.00756423966278441,"2010-07","2010-Q3",106200,-0.0141242937853107,"2009-12"
2016-04-30,33068,"New Haven","IN","Fort Wayne","Allen",2708,106700,0.0056550424128181,0.0249759846301633,0.0887755102040816,0.0228555447589411,-0.00295060868263741,"2006-08","2006-Q3",110500,-0.0343891402714932,"2005-05"
2016-04-30,397619,"Bordentown Township","NJ","Philadelphia","Burlington",2709,230400,-0.00302899177845089,0.00130378096479791,-0.00732442912537699,0.00227235345232324,-0.0162080420042404,"2006-09","2006-Q3",273400,-0.157278712509144,"2004-08"
2016-04-30,395601,"Town of Germantown","WI","Milwaukee","Washington",2710,247400,0.00243111831442464,0.00487408610885459,0.0151826015592942,0.0157544532658382,0.000405104862723382,"2003-07","2003-Q3",276800,-0.10621387283237,
2016-04-30,11249,"Eatonton","GA",,"Putnam",2711,178800,-0.0016750418760469,-0.0282608695652174,-0.0569620253164557,0.000897264790888919,-0.00848301936767892,"2008-03","2008-Q1",221300,-0.192046995029372,"2005-09"
2016-04-30,34304,"Tolland","CT","Hartford","Tolland",2712,241500,-0.00206611570247934,-0.00658165364047717,-0.0273862263391059,-0.00965198763922803,-0.0179652481377125,"2006-07","2006-Q3",294400,-0.1796875,"2003-12"
2016-04-30,24367,"Denver","NC","Charlotte","Lincoln",2713,238900,0.00209731543624161,0.00251783466219052,0.0235646958011997,0.0212102092186561,0.00745454575150517,"2008-05","2008-Q2",245100,-0.0252957976336189,"2007-04"
2016-04-30,12820,"Montville","CT","New London","New London",2714,176300,0.000567536889897843,-0.00226372382569327,0.0161383285302594,-0.0171216117842298,-0.0288666713703553,"2006-03","2006-Q1",236500,-0.254545454545455,"2003-08"
2016-04-30,397390,"Texas Township","MI","Kalamazoo","Kalamazoo",2715,267400,-0.00186636804777902,0.000374111485222596,0.0225621414913958,0.0331196339327435,0.00735721419643687,"2016-02","2016-Q1",268000,-0.00223880597014925,"2016-02"
2016-04-30,399076,"Town of Whitewater","WI","Whitewater","Walworth",2716,162900,0.00493522516964837,0.0018450184501845,0.0342857142857143,0.0206143782654866,-0.0100972385748224,"2006-04","2006-Q2",180300,-0.0965058236272879,"2005-04"
2016-04-30,24887,"Glenville","NY","Albany","Schenectady",2717,178200,0.00224971878515186,0.00224971878515186,0.0165430690245294,-0.0048664110902461,-0.00308938747946297,"2007-05","2007-Q2",197400,-0.0972644376899696,"2006-01"
2016-04-30,12251,"Lafayette","CO","Boulder","Boulder",2718,384400,0.00182434193380245,0.0177389462536405,0.179864947820749,0.0997072687091034,0.0474485701411504,"2016-04","2016-Q2",384400,0,"2016-04"
2016-04-30,396682,"Town of Stony Point","NY","New York","Rockland",2719,309600,0.00389105058365759,-0.00386100386100386,-0.0165184243964422,-0.0298219408581181,-0.0438351084601267,"2006-02","2006-Q1",488400,-0.366093366093366,"2002-02"
2016-04-30,16172,"Trussville","AL","Birmingham","Jefferson",2720,223100,0.0035987404408457,0.00495495495495495,0.0319148936170213,0.0158794656743022,0.000810413645976338,"2007-10","2007-Q4",227200,-0.0180457746478873,"2007-07"
2016-04-30,395512,"Delhi Township","MI","Lansing","Ingham",2721,169500,0.0071301247771836,0.0107334525939177,0.0167966406718656,0.040024852192748,-0.0145216902632105,"2005-12","2005-Q4",196700,-0.138281647178444,"2001-09"
2016-04-30,41291,"Troy","MO","St. Louis","Lincoln",2722,148700,0,0.00677048070412999,0.0442415730337079,0.0289910805146549,-0.00611094085732833,"2007-06","2007-Q2",162400,-0.08435960591133,"2005-12"
2016-04-30,33337,"Parrish","FL","North Port-Sarasota-Bradenton, FL","Manatee",2723,261800,-0.000381825124093165,0.00886319845857418,0.0484581497797357,0.0764905913180902,-0.0316458561042182,"2006-01","2006-Q1",366300,-0.285285285285285,"2004-10"
2016-04-30,15057,"Belgrade","MT","Bozeman","Gallatin",2724,205300,0.00244140625,0.021901443504231,0.0593395252837977,-0.0197221720288722,0.0104660397201366,"2009-06","2009-Q2",281300,-0.270174191254888,"2006-12"
2016-04-30,26595,"Portage","WI","Madison","Columbia",2725,111700,-0.00178731009830206,-0.021034180543383,-0.0668337510442774,-0.00922859841257417,-0.0149056049065199,"2008-06","2008-Q2",143400,-0.221059972105997,"2004-09"
2016-04-30,13716,"Santa Fe Springs","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",2726,431000,0.00232558139534884,0.0058343057176196,0.0448484848484848,0.0651209980599616,-0.0134502035354168,"2006-08","2006-Q3",508000,-0.151574803149606,"2005-05"
2016-04-30,12133,"Johnson City","NY","Binghamton","Broome",2727,66100,-0.014903129657228,-0.0434153400868307,-0.0650636492220651,-0.0246871900613097,-0.00442876237185241,"2010-01","2010-Q1",79600,-0.169597989949749,"2005-12"
2016-04-30,395584,"Town of Walpole","MA","Boston","Norfolk",2728,435500,-0.000917641660931406,-0.000229568411386593,0.041866028708134,0.0356670412443181,0.00232568504761987,"2005-11","2005-Q4",439300,-0.00865012519918051,"2005-09"
2016-04-30,46871,"Okatie","SC","Hilton Head Island","Beaufort",2729,277000,0.00800582241630277,0.0285926476049016,0.0841487279843444,0.0478237247245876,0.0036085014737548,"2006-12","2006-Q4",288400,-0.0395284327323162,"2006-07"
2016-04-30,395434,"Town of Bedford","NY","New York","Westchester",2730,755600,0.0023879013000796,0.0278873622636376,0.0248202902482029,0.00688975079051235,-0.00859229841433462,"2008-05","2008-Q2",845100,-0.1059046266714,"2004-09"
2016-04-30,9655,"Jonesborough","TN","Johnson City","Washington",2731,131000,0,0.00306278713629403,0.0218408736349454,0.0180354365611495,0.0179960061295541,"2016-04","2016-Q2",131000,0,"2016-04"
2016-04-30,5474,"Lady Lake","FL","Orlando","Lake",2732,190500,0.00421718502899315,0.0170848905499199,0.0618729096989967,0.0635389234651726,-0.00960383589866809,"2006-09","2006-Q3",216600,-0.120498614958449,"2005-10"
2016-04-30,35245,"Abington","PA","Philadelphia","Montgomery",2733,249300,0.000401284109149278,0.00443190975020145,0.00890327802509106,0.0057953603824108,-0.00936646737079949,"2006-11","2006-Q4",276100,-0.0970662803332126,"2005-02"
2016-04-30,27188,"South River","NJ","New York","Middlesex",2734,245500,-0.00203252032520325,-0.00446066504460665,-0.00203252032520325,0.00563369267359293,-0.0274833059325418,"2006-01","2006-Q1",326800,-0.248776009791922,"2004-02"
2016-04-30,28204,"Ashland","VA","Richmond","Hanover",2735,228300,0.00528401585204756,0.0124168514412417,0.0579240037071362,0.0229639906040509,0.00667774200006943,"2007-10","2007-Q4",228600,-0.00131233595800525,"2007-10"
2016-04-30,24727,"Florence","MS","Jackson","Rankin",2736,147400,0.00135869565217391,-0.0027063599458728,0.00203942895989123,0.00163622364342575,,"2010-05","2010-Q2",152200,-0.0315374507227332,"2009-06"
2016-04-30,7901,"Wharton","TX","El Campo","Wharton",2737,106300,0.0143129770992366,0.0401174168297456,0.19036954087346,0.00928413000313255,,"2010-03","2010-Q1",110500,-0.0380090497737557,
2016-04-30,15190,"Highland Park","NJ","New York","Middlesex",2738,329300,-0.00513595166163142,0.000303766707168894,-0.00483529767301299,0.0131349851048337,-0.0101314943849087,"2007-03","2007-Q1",364600,-0.0968184311574328,"2004-11"
2016-04-30,44770,"Cottage Grove","OR","Eugene","Lane",2739,172100,0.00584453535943892,0.0159386068476978,0.0558282208588957,0.028831404839287,-0.00464382663799001,"2007-06","2007-Q2",191500,-0.101305483028721,"2005-12"
2016-04-30,29611,"Saint Simons Island","GA","Brunswick","Glynn",2740,338000,0.00266983091070899,0.0141014101410141,0.09349725008088,0.0365980835349839,-0.00927236077785099,"2007-06","2007-Q2",439100,-0.230243680255067,"2005-06"
2016-04-30,12834,"Morrison","CO","Denver","Jefferson",2741,364800,0.0063448275862069,0.0201342281879195,0.154065169250237,0.0933358507256285,0.035286018100142,"2016-04","2016-Q2",364800,0,"2016-04"
2016-04-30,26168,"North Attleboro","MA","Providence","Bristol",2742,281400,-0.000355239786856128,0.00824077391615908,0.0894308943089431,0.0395422195666935,-0.0112789318156866,"2006-01","2006-Q1",315700,-0.108647450110865,"2004-06"
2016-04-30,45387,"Galion","OH","Bucyrus","Crawford",2743,65600,0.00152671755725191,0.00459418070444104,-0.043731778425656,0.0224760583286667,-0.0214689226240706,"2005-07","2005-Q3",83600,-0.215311004784689,"1997-12"
2016-04-30,397051,"Peters Township","PA","Pittsburgh","Washington",2744,365000,0,0.00247184839329854,0.0428571428571429,0.0328713998198393,0.0294307015652384,"2016-04","2016-Q2",365000,0,"2016-04"
2016-04-30,50540,"Midlothian","IL","Chicago","Cook",2745,129100,-0.00154679040989946,0.000775193798449612,0.0573300573300573,0.00281210502814289,-0.0302385586700197,"2007-03","2007-Q1",184800,-0.301406926406926,"2002-12"
2016-04-30,10115,"American Fork","UT","Provo","Utah",2746,223000,0.00541027953110911,0.0205949656750572,0.0685194058457115,0.0376216545702102,0.0168954812228195,"2007-12","2007-Q4",250500,-0.109780439121756,"2006-12"
2016-04-30,398221,"Forks Township","PA","Allentown","Northampton",2747,234400,0.00213766566908935,-0.00382490437739057,-0.000426439232409382,-0.00178223996662741,-0.0210264927235944,"2007-04","2007-Q2",300700,-0.220485533754573,"2004-06"
2016-04-30,118895,"West Puente Valley","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",2748,402600,0.00624843789052737,0.0252100840336134,0.0718849840255591,0.0878980328377102,-0.0117255745285855,"2006-10","2006-Q4",469400,-0.142309331060929,"2005-08"
2016-04-30,3412,"Angola","IN","Angola","Steuben",2749,151200,0.024390243902439,0.05,0.129200896191187,0.0258284680846119,0.00830345561889034,"2014-02","2014-Q1",153000,-0.0117647058823529,"2014-02"
2016-04-30,25109,"Hickory Hills","IL","Chicago","Cook",2750,207200,0.0014499758337361,0.0161844041196665,0.0523108176739462,0.0240340218776305,-0.0274154511103689,"2006-11","2006-Q4",283300,-0.268619837627956,"2003-06"
2016-04-30,399115,"Town of Tiverton","RI","Providence","Newport",2751,234800,0.000852514919011083,0.0047068891741549,0.0339057683839718,-0.00194768182481453,-0.0252096625400329,"2006-10","2006-Q4",313300,-0.250558570060645,"2003-07"
2016-04-30,398578,"Town of Durham","NH","Boston","Strafford",2752,316100,0.00540712468193384,0.0134658544405258,0.0259655955858487,0.0159178422562114,-0.00793127278606787,"2005-10","2005-Q4",352000,-0.101988636363636,"2004-09"
2016-04-30,20307,"Saint Johns","MI","Lansing","Clinton",2753,137400,0.00291970802919708,0.0140221402214022,0.0261389096340553,0.024227908410579,-0.00991724507860481,"2007-01","2007-Q1",154800,-0.112403100775194,"2002-09"
2016-04-30,53876,"Phillipsburg","NJ","Allentown","Warren",2754,112000,-0.00267141585040071,-0.0201224846894138,-0.0781893004115226,-0.0400552053038749,-0.0469186808827453,"2006-08","2006-Q3",184700,-0.393611261505143,"2002-09"
2016-04-30,48439,"West University Place","TX","Houston","Harris",2755,1073400,-0.00647908182154758,0.00496208220204101,0.0772782015254918,0.0944718965942293,0.0579148649326147,"2016-02","2016-Q1",1080500,-0.00657103192966219,"2016-02"
2016-04-30,53126,"Manassas Park","VA","Washington","Manassas Park City",2756,256700,-0.00194401244167963,-0.012312427856868,-0.00349378881987578,0.0764567402543326,-0.0311341426857683,"2007-01","2007-Q1",378900,-0.322512536289258,"2004-08"
2016-04-30,32735,"Mastic","NY","New York","Suffolk",2757,177800,0.0165809033733562,0.0265588914549654,-0.0612460401267159,-0.0269267913975274,-0.0494034041730024,"2006-05","2006-Q2",295500,-0.398307952622673,"2003-03"
2016-04-30,46714,"New Hartford","NY","Utica","Oneida",2758,147900,0.00886766712141883,0.0109364319890636,0.0157967032967033,0.0155772067753861,0.00521765259805473,"2015-10","2015-Q4",148300,-0.00269723533378287,"2015-10"
2016-04-30,6343,"Orland","CA",,"Glenn",2759,189200,0.0069185737094199,0.012847965738758,0.0799086757990868,0.0617802031741639,-0.0279852296396546,"2005-12","2005-Q4",263300,-0.281428028864413,"2005-01"
2016-04-30,25118,"Highland","MI","Detroit","Oakland",2760,200900,0.00249500998003992,0.0110719677906392,0.0458094742321707,0.0967540485043328,-0.00638978655063571,"2005-12","2005-Q4",217600,-0.0767463235294118,"2003-08"
2016-04-30,18447,"Hammonton","NJ","Atlantic City","Atlantic",2761,178000,-0.00780379041248606,-0.021978021978022,0.0113636363636364,-0.0151308644012275,-0.0261894255119697,"2007-01","2007-Q1",238700,-0.25429409300377,"2004-09"
2016-04-30,397337,"Horsham","PA","Philadelphia","Montgomery",2762,239400,-0.00333055786844296,-0.0025,0.00927487352445194,0.0036315456564282,-0.00753136459666848,"2006-06","2006-Q2",260600,-0.0813507290867229,"2005-05"
2016-04-30,46975,"Palos Hills","IL","Chicago","Cook",2763,166000,0.00181050090525045,0.0109622411693057,0.0957095709570957,0.0217063414070406,-0.0277268650108567,"2007-03","2007-Q1",221900,-0.25191527715187,"2003-05"
2016-04-30,398586,"Town of Bellingham","MA","Boston","Norfolk",2764,273800,0,-0.00363901018922853,0.0163325909428359,0.0325325252042774,-0.010310722193608,"2005-10","2005-Q4",312600,-0.124120281509917,"2004-03"
2016-04-30,56565,"Willow Grove","PA","Philadelphia","Montgomery",2765,231500,-0.00172488141440276,0.00652173913043478,0.0140166447656592,0.00732905562222808,-0.0080942033527267,"2007-03","2007-Q1",255200,-0.0928683385579937,"2005-03"
2016-04-30,20367,"Satellite Beach","FL","Melbourne","Brevard",2766,268600,0.00636942675159236,0.031886285055705,0.138135593220339,0.0943876910810633,-0.0220235304977299,"2005-12","2005-Q4",345500,-0.222575976845152,"2004-10"
2016-04-30,168163,"Northview","MI","Grand Rapids","Kent",2767,154800,0.00259067357512953,0.015748031496063,0.0617283950617284,0.0448644797192121,0.00308798027010027,"2016-04","2016-Q2",154800,0,"2016-04"
2016-04-30,53743,"Oregon","OH","Toledo","Lucas",2768,122300,0.000818330605564648,0.00741350906095552,0.00410509031198686,0.0170259378787072,-0.0147546220336277,"2004-12","2004-Q4",143200,-0.145949720670391,"2000-10"
2016-04-30,239659,"East Millcreek","UT","Salt Lake City","Salt Lake",2769,327100,0.0105035526722274,0.0250705108116578,0.127542226818339,0.0231724151573165,0.0132702344389768,"2007-12","2007-Q4",366100,-0.106528270964217,"2007-01"
2016-04-30,55742,"Highland Village","TX","Dallas-Fort Worth","Denton",2770,339600,0.00265721877767936,0.0158540233323362,0.0940721649484536,0.0680924444167632,0.0374162260028921,"2016-04","2016-Q2",339600,0,"2016-04"
2016-04-30,7384,"Telford","PA","Philadelphia","Montgomery",2771,243100,-0.00531914893617021,-0.00896860986547085,-0.0774193548387097,0.00826349620984868,-0.00768621685005277,"2007-08","2007-Q3",268600,-0.0949367088607595,"2005-04"
2016-04-30,29540,"Trenton","OH","Cincinnati","Butler",2772,128800,0.00546448087431694,0.0206022187004754,0.0566037735849057,0.0311235763717868,-0.00222410251849137,"2006-11","2006-Q4",133700,-0.0366492146596859,"2004-12"
2016-04-30,397319,"Town of Scituate","MA","Boston","Plymouth",2773,518700,0.00135135135135135,0.0109140518417462,0.0279429250891795,0.0347780766296035,0.000135053028626375,"2005-08","2005-Q3",540000,-0.0394444444444444,"2005-01"
2016-04-30,35084,"Bon Air","VA","Richmond","Chesterfield",2774,211800,-0.00188501413760603,-0.0070323488045007,0.0306569343065693,0.0203553254413136,0.000520846829345833,"2007-04","2007-Q2",225500,-0.0607538802660754,"2006-05"
2016-04-30,47906,"Sun Valley","NV","Reno","Washoe",2775,217100,0.0111783884489986,0.0347950428979981,0.179250407387289,0.141532709158153,-0.0250176905788825,"2006-03","2006-Q1",280300,-0.225472707813057,"2004-10"
2016-04-30,37901,"Claymont","DE","Philadelphia","New Castle",2776,189300,0.00264830508474576,0.00211752249867655,-0.0211995863495346,0.0117048498230734,-0.0108875462874733,"2007-01","2007-Q1",220000,-0.139545454545455,"2005-07"
2016-04-30,31861,"Greensburg","PA","Pittsburgh","Westmoreland",2777,135800,-0.000735835172921266,0.00667160859896219,0.018754688672168,0.016224684272381,0.011522535288476,"2016-03","2016-Q1",135900,-0.000735835172921266,"2016-03"
2016-04-30,27407,"Thomson","GA","Augusta","McDuffie",2778,81600,-0.00244498777506112,0.00245700245700246,-0.00366300366300366,0.0239303840927811,-0.00986015699094078,"2009-10","2009-Q4",94400,-0.135593220338983,"2009-01"
2016-04-30,397821,"Mundy Township","MI","Flint","Genesee",2779,117000,0,0.00171232876712329,0.00171232876712329,0.0662416283414968,-0.0255101434988469,"2005-11","2005-Q4",154000,-0.24025974025974,
2016-04-30,28425,"Hazel Crest","IL","Chicago","Cook",2780,95200,-0.00104931794333683,0.0116896918172157,0.037037037037037,0.0142445102771296,-0.0358159356514914,"2007-03","2007-Q1",150000,-0.365333333333333,"1999-11"
2016-04-30,40406,"Port Washington","NY","New York","Nassau",2781,801300,-0.000374251497005988,-0.00224131490474412,0.0425448868071819,0.0281645835095967,0.0043975403278802,"2016-01","2016-Q1",803100,-0.00224131490474412,"2015-12"
2016-04-30,397684,"Haddon Township","NJ","Philadelphia","Camden",2782,230600,-0.000433463372345037,0.00173761946133797,0.0158590308370044,0.00582460864665157,-0.00716792315056802,"2006-05","2006-Q2",248100,-0.0705360741636437,"2005-07"
2016-04-30,37976,"Columbia","IL","St. Louis","Monroe",2783,182100,0.00330578512396694,0.00165016501650165,-0.057941024314537,0.0157657656790331,-0.00339536022425624,"2014-09","2014-Q3",203600,-0.105599214145383,"2014-01"
2016-04-30,12238,"La Grange","IL","Chicago","Cook",2784,436200,-0.000458295142071494,0.00832177531206657,0.06494140625,0.0457354652284212,-0.0014103641444283,"2007-10","2007-Q4",461300,-0.0544114459137221,"2006-01"
2016-04-30,37688,"Calabasas","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",2785,996200,-0.00300240192153723,-0.0189088044120544,-0.0137610137610138,0.047953521472778,-0.0128809830983305,"2006-09","2006-Q3",1146500,-0.131094635848234,"2005-05"
2016-04-30,20481,"Shorewood","IL","Chicago","Will",2786,221700,0.00453103760761214,0.0174391922900413,0.0306834030683403,0.024009522812275,-0.00913168327774327,"2006-05","2006-Q2",243400,-0.0891536565324569,"2005-06"
2016-04-30,17609,"Covington","TN","Memphis","Tipton",2787,92100,0.00655737704918033,0.00986842105263158,-0.00967741935483871,0.0100691451594712,-0.00351417430453604,"2006-11","2006-Q4",100200,-0.0808383233532934,"2005-12"
2016-04-30,21934,"Glens Falls","NY","Glens Falls","Warren",2788,127000,0,0.00554235946159937,0.0143769968051118,-0.00844326551155872,-0.0041553980456368,"2007-10","2007-Q4",142200,-0.106891701828411,"2006-02"
2016-04-30,33300,"Pacific Grove","CA","Salinas","Monterey",2789,800100,0.00616197183098592,0.0196253345227475,0.0764159827794968,0.0627088503356887,-0.0103693658737426,"2005-05","2005-Q2",900300,-0.111296234588471,"2004-08"
2016-04-30,398119,"Town of Malone","NY","Malone","Franklin",2790,65200,-0.00911854103343465,-0.0283159463487332,-0.0523255813953488,-0.00394071068630819,0.00504519272818138,"2015-08","2015-Q3",70700,-0.0777934936350778,"2014-11"
2016-04-30,39048,"Hot Springs Village","AR","Little Rock","Saline",2791,177400,0.00112866817155756,-0.00727476217123671,-0.00671892497200448,0.00341693614231442,-0.00222726274180518,"2008-05","2008-Q2",193800,-0.0846233230134159,"2005-08"
2016-04-30,18124,"Florence","KY","Cincinnati","Boone",2792,141100,-0.00141542816702052,0.00929899856938484,0.0375,0.0140379880156269,0.00215139077159998,"2014-10","2014-Q4",159900,-0.117573483427142,"2014-04"
2016-04-30,125655,"Palmetto Estates","FL","Miami-Fort Lauderdale","Miami-Dade",2793,225700,0.0102954341987466,0.0415320719889248,0.229972752043597,0.126166756931231,-0.023058249646425,"2007-05","2007-Q2",310700,-0.273575796588349,"2005-04"
2016-04-30,33015,"Murphy","TX","Dallas-Fort Worth","Collin",2794,341200,0.00441566087724463,0.02833031946956,0.119789957335084,0.0742469463250242,0.0328356191478965,"2016-04","2016-Q2",341200,0,"2016-04"
2016-04-30,395591,"Middletown","RI","Providence","Newport",2795,327900,0.00367309458218549,0.0154846701765252,0.0379867046533713,0.0180801212880275,-0.017295011266642,"2006-06","2006-Q2",394200,-0.168188736681887,"2004-05"
2016-04-30,395714,"Town of Corning","NY","Corning","Steuben",2796,99700,0.00100401606425703,-0.00499001996007984,0,0.0175360215284477,0.0271102470972093,"2013-11","2013-Q4",107600,-0.0734200743494424,"2013-01"
2016-04-30,26027,"Mountain Brook","AL","Birmingham","Jefferson",2797,575500,0.00261324041811847,0.0189447592067989,0.0699014686744748,0.0390436180374629,0.0166083020939551,"2016-04","2016-Q2",575500,0,"2016-04"
2016-04-30,395491,"Newberry Township","PA","York","York",2798,162400,0.00123304562268804,0.00869565217391304,0.0291508238276299,0.00210684728719035,-0.00350298217309564,"2007-08","2007-Q3",173700,-0.0650546919976972,"2005-10"
2016-04-30,243200,"East Highland Park","VA","Richmond","Henrico",2799,120300,0.00753768844221105,0.0194915254237288,0.0317324185248714,0.0109935402029413,-0.00587385584911648,"2007-05","2007-Q2",136900,-0.121256391526662,"2005-09"
2016-04-30,13026,"North New Hyde Park","NY","New York","Nassau",2800,577500,-0.00482509047044632,-0.00892397460099537,0.0377358490566038,0.0301061320408489,0.0025461172908241,"2016-01","2016-Q1",582700,-0.00892397460099537,"2015-12"
2016-04-30,47131,"Piqua","OH","Dayton","Miami",2801,73900,0.0013550135501355,0.00407608695652174,0.0364656381486676,0.00718901791243653,-0.0137802968528327,"2006-01","2006-Q1",85600,-0.136682242990654,"2000-01"
2016-04-30,398335,"Town of Northborough","MA","Worcester","Worcester",2802,388400,0.00232258064516129,0.0202258996585238,0.0741150442477876,0.0316913183709209,-0.00201155049299329,"2005-12","2005-Q4",397800,-0.0236299648064354,"2005-06"
2016-04-30,6679,"Ramsey","NJ","New York","Bergen",2803,517000,0.00174384809145514,0.00838697093817047,0.00466381655654878,0.0136142873529841,-0.0123821117381987,"2006-04","2006-Q2",585600,-0.117144808743169,"2004-10"
2016-04-30,397124,"Wappinger","NY","New York","Dutchess",2804,241000,0.00124636476942252,0.0004151100041511,0.000830564784053156,-0.0116170896469852,-0.0373933743542978,"2006-03","2006-Q1",353000,-0.31728045325779,"2002-11"
2016-04-30,12959,"New Richmond","WI","Minneapolis-St Paul","Saint Croix",2805,198100,0,-0.00552208835341365,0.102392877017251,0.0480043753773327,0.0178969403749782,"2016-01","2016-Q1",199200,-0.00552208835341365,"2015-12"
2016-04-30,38625,"Fruitville","FL","North Port-Sarasota-Bradenton, FL","Sarasota",2806,238300,0.00718512256973795,0.0236254295532646,0.0681308830121022,0.106146500443844,-0.0269921036732633,"2006-05","2006-Q2",313300,-0.23938716884775,"2005-03"
2016-04-30,50442,"El Reno","OK","Oklahoma City","Canadian",2807,88700,0.00112866817155756,0.0125570776255708,0.0125570776255708,0.0420229506697143,0.0296901612189078,"2014-02","2014-Q1",101100,-0.122650840751731,"2013-07"
2016-04-30,395764,"Derry Township","PA","Pittsburgh","Westmoreland",2808,103700,0,0.00387221684414327,0.0746113989637306,0.0333780128719847,0.0163212755085698,"2016-04","2016-Q2",103700,0,"2016-04"
2016-04-30,47961,"Tenafly","NJ","New York","Bergen",2809,740500,-0.00107918521516255,0.000946201676128683,-0.0155543738367455,0.0259718894467014,-0.00345795936370508,"2006-04","2006-Q2",766600,-0.034046438820767,"2005-09"
2016-04-30,5013,"Gulf Breeze","FL","Pensacola","Santa Rosa",2810,240600,0.000831946755407654,0.00627352572145546,0.0194915254237288,0.0202987307604818,-0.0241083981258657,"2005-12","2005-Q4",311800,-0.228351507376523,"2005-01"
2016-04-30,3706,"Bloomsburg","PA","Bloomsburg","Columbia",2811,109200,-0.00273972602739726,-0.0232558139534884,-0.031055900621118,-0.00716919829923379,0.00934574317055947,"2010-07","2010-Q3",118800,-0.0808080808080808,"2008-01"
2016-04-30,41699,"Whitman","MA","Boston","Plymouth",2812,295900,0.00203183203521842,0.0143983544737744,0.112406015037594,0.0415533974382774,-0.0061093049611739,"2005-08","2005-Q3",324300,-0.0875732346592661,"2004-01"
2016-04-30,31648,"Fraser","MI","Detroit","Macomb",2813,131800,0.00151975683890578,0.0138461538461538,0.0901571546732837,0.0955842668976572,-0.0196301348164952,"2005-09","2005-Q3",163700,-0.194868662186927,"1999-09"
2016-04-30,397357,"Town of Belchertown","MA","Springfield","Hampshire",2814,254200,-0.00235478806907378,-0.00586624951114587,-0.00196309383588536,0.0119848378393739,-0.00527261289779912,"2006-09","2006-Q3",276300,-0.0799855229822656,"2005-03"
2016-04-30,396690,"Setauket-East Setauket","NY","New York","Suffolk",2815,433500,0.000230733733271804,0.0173668153015724,-0.00230149597238205,-0.0111510599290394,-0.0266782433722472,"2006-08","2006-Q3",569300,-0.238538556121553,"2003-03"
2016-04-30,49407,"Monroe","WI","Madison","Green",2816,118000,-0.00169204737732657,-0.0100671140939597,-0.0335790335790336,0.013037159353988,0.00514250696999974,"2014-03","2014-Q1",125000,-0.056,"2013-12"
2016-04-30,39074,"Huntington","IN","Huntington","Huntington",2817,81600,0.003690036900369,-0.0048780487804878,-0.00850546780072904,0.0170113015976678,-0.010298660731205,"2005-06","2005-Q2",94500,-0.136507936507936,"2002-08"
2016-04-30,118694,"Valinda","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",2818,416300,0.00458494208494209,0.0175996088975801,0.0595571392211759,0.0827089832632568,-0.0109808825343757,"2006-10","2006-Q4",473600,-0.120988175675676,"2005-08"
2016-04-30,16122,"Tipp City","OH","Dayton","Miami",2819,160800,0.000622277535780958,0.00437226733291693,0.0222504767959313,0.0210418233660257,-0.000372370561964819,"2006-11","2006-Q4",163800,-0.0183150183150183,"2005-03"
2016-04-30,7791,"Waupaca","WI",,"Waupaca",2820,140600,-0.00354358610914245,-0.0249653259361997,-0.0296756383712905,-0.00899800312705845,,"2010-02","2010-Q1",151000,-0.0688741721854305,"2009-11"
2016-04-30,45782,"Holland","OH","Toledo","Lucas",2821,173000,0.00115740740740741,0.00289855072463768,-0.00345622119815668,0.0185628235598039,-0.00801642083094178,"2006-03","2006-Q1",187700,-0.0783164624400639,"2003-05"
2016-04-30,399300,"Exeter Township","PA","Reading","Berks",2822,171300,-0.00058343057176196,0.00116890707188778,0.00587199060481503,0.00401761732226236,-0.0113430733499594,"2007-05","2007-Q2",200200,-0.144355644355644,"2005-07"
