"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI" 
2016-04-30,61100,"08540","NJ","Trenton","Mercer","Princeton",921,574600,-0.00139033715676051,0.00279232111692845,0.0029673590504451,0.0186463764447298,-0.00313025093340658,"2006-06","2006-Q2",597200,-0.0378432685867381,"2005-11"
2016-04-30,96415,"91406","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",922,494400,0.00569568755085435,0.0191713048855906,0.073149555024962,0.0839460938923444,-0.00914999124158089,"2006-07","2006-Q3",547900,-0.0976455557583501,"2005-08"
2016-04-30,72608,"33442","FL","Miami-Fort Lauderdale","Broward","Deerfield Beach",923,106800,-0.00835654596100279,0.00659754948162111,0.168490153172867,0.0980674728456068,-0.0441190225245901,"2006-06","2006-Q2",168300,-0.36541889483066,"2004-09"
2016-04-30,63904,"15108","PA","Pittsburgh","Allegheny","Moon Township",924,177400,-0.00224971878515186,-0.000563380281690141,0.0337995337995338,0.0334356118528525,0.0205129152487045,"2016-02","2016-Q1",178000,-0.00337078651685393,"2016-01"
2016-04-30,90779,"75227","TX","Dallas-Fort Worth","Dallas","Dallas",925,96000,0.00208768267223382,0.0278372591006424,0.142857142857143,0.0765163512708626,0.00253498846189704,"2016-04","2016-Q2",96000,0,"2016-04"
2016-04-30,83532,"58201","ND","Grand Forks","Grand Forks","Grand Forks",926,214200,0.008,0.00942507068803016,0.0736842105263158,0.0729979665392502,,"2013-08","2013-Q3",227100,-0.0568031704095112,"2013-05"
2016-04-30,96001,"90020","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",927,497600,0.00464365031294165,0.0255564715581204,0.059174116645381,0.0925837078461687,-0.00159365891561913,"2008-01","2008-Q1",529100,-0.0595350595350595,"2006-01"
2016-04-30,94852,"85260","AZ","Phoenix","Maricopa","Scottsdale",928,378000,-0.00132100396301189,0.00132450331125828,0.0396039603960396,0.0692146633060624,-0.0181967463555555,"2006-01","2006-Q1",461700,-0.181286549707602,"2005-04"
2016-04-30,65905,"19403","PA","Philadelphia","Montgomery","West Norriton",929,252100,0.000793965859468043,0.00759392486011191,0.0177634234961647,0.00721423493108464,-0.0130537535721684,"2006-06","2006-Q2",288700,-0.126775199168687,"2004-10"
2016-04-30,85876,"63033","MO","St. Louis","Saint Louis","Florissant",930,104000,0.00483091787439614,0.0116731517509728,0.0547667342799189,0.00547335282038075,-0.0285216883955821,"2007-06","2007-Q2",149300,-0.303415941058272,"2001-03"
2016-04-30,98437,"95828","CA","Sacramento","Sacramento","Florin",931,247700,0.0110204081632653,0.0394460763743181,0.167295004712535,0.143844784268524,-0.0300291721775413,"2005-12","2005-Q4",341600,-0.274882903981265,"2004-05"
2016-04-30,69210,"27107","NC","Winston-Salem","Forsyth","Winston-Salem",932,107600,-0.000928505106778087,0.00373134328358209,0.016052880075543,0.0074110332754973,-0.00174885911347922,"2008-05","2008-Q2",114300,-0.0586176727909011,"2005-08"
2016-04-30,98953,"96822","HI","Urban Honolulu, HI","Honolulu","Honolulu",933,539000,0.00260416666666667,0.00335070737155622,0.00823045267489712,0.0284325981603397,0.00778115275006641,"2015-09","2015-Q3",544600,-0.0102827763496144,"2015-08"
2016-04-30,97813,"94611","CA","San Francisco","Alameda","Oakland",934,1079000,-0.00203477617462079,0.00606060606060606,0.0838774485183325,0.0849044692426821,0.019180381403612,"2016-03","2016-Q1",1081200,-0.00203477617462079,"2016-02"
2016-04-30,79090,"48235","MI","Detroit","Wayne","Detroit",935,36700,-0.0107816711590297,-0.0342105263157895,-0.0467532467532467,-0.0100443197521949,-0.0937344787197535,"2006-07","2006-Q3",99000,-0.629292929292929,
2016-04-30,99676,"98270","WA","Seattle","Snohomish","Marysville",936,293900,0.00857927247769389,0.0276223776223776,0.111153119092628,0.076178626532112,0.0068888877295441,"2007-06","2007-Q2",308000,-0.0457792207792208,"2006-09"
2016-04-30,82113,"55112","MN","Minneapolis-St Paul","Ramsey","New Brighton",937,219800,-0.00407793384685093,0.00273722627737226,0.0618357487922705,0.0659689495842846,-0.00817346090415172,"2006-06","2006-Q2",240500,-0.0860706860706861,"2004-07"
2016-04-30,99116,"97202","OR","Portland","Multnomah","Portland",938,482900,0.0125812539316419,0.0456907752273712,0.212402711523977,0.100840494041055,0.0398502656249895,"2016-04","2016-Q2",482900,0,"2016-04"
2016-04-30,96237,"90803","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Long Beach",939,851700,0.00353481795687522,0.0093624081535909,0.0632958801498127,0.0561254887716431,0.000199820227669845,"2006-07","2006-Q3",859000,-0.00849825378346915,"2006-06"
2016-04-30,72445,"33142","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",940,112800,0.00445235975066785,0.0320219579139982,0.193650793650794,0.112811302560204,-0.0431850530422636,"2007-10","2007-Q4",210900,-0.465149359886202,"2004-06"
2016-04-30,58973,"02895","RI","Providence","Providence","Woonsocket",941,145800,0.00482425913163336,0.0110957004160888,-0.000685400959561343,-0.00459976218033475,-0.0466541300228644,"2005-10","2005-Q4",238200,-0.387909319899244,"2002-05"
2016-04-30,96245,"90813","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Long Beach",942,334600,-0.00564635958395245,-0.000298775022408127,-0.0179043146463164,0.0949455812325428,-0.0198057965867591,"2006-08","2006-Q3",417700,-0.198946612401245,"2005-03"
2016-04-30,90613,"75006","TX","Dallas-Fort Worth","Denton","Carrollton",943,182300,0.00440771349862259,0.0167317345231456,0.156725888324873,0.0754791883577315,0.0255866086828282,"2016-04","2016-Q2",182300,0,"2016-04"
2016-04-30,61801,"10461","NY","New York","Bronx","New York",944,419600,0.00238891543239369,0.0120598166907863,0.0424844720496894,0.0126183868671712,-0.00518729980738597,"2007-05","2007-Q2",485100,-0.135023706452278,"2005-07"
2016-04-30,70457,"29414","SC","Charleston","Charleston","Charleston",945,223800,0.00134228187919463,0.0126696832579186,0.0708133971291866,0.0506637071569134,0.00562124985523971,"2016-04","2016-Q2",223800,0,"2016-04"
2016-04-30,72035,"32514","FL","Pensacola","Escambia","Pensacola",946,126100,-0.00158353127474268,0,0.0344544708777687,0.0214577465876036,-0.0204867189905485,"2006-05","2006-Q2",155200,-0.1875,"2005-02"
2016-04-30,61214,"08854","NJ","New York","Middlesex","Piscataway Township",947,280400,-0.00249021700462469,-0.00390763765541741,-0.00319943121222894,-0.00387745202774226,-0.0254881187026551,"2006-05","2006-Q2",364200,-0.230093355299286,"2004-05"
2016-04-30,71286,"30721","GA","Dalton","Whitfield","Dalton",948,95700,0.00419727177334732,0.0105596620908131,0.0633333333333333,0.0404194350010001,-0.0151644728294081,"2007-09","2007-Q3",114300,-0.162729658792651,"2004-02"
2016-04-30,62810,"12866","NY","Albany","Saratoga","Saratoga Springs",949,309000,0.00357258850276064,0.00815660685154975,-0.00898011545862733,0.0192514736737746,0.00818875567827337,"2015-04","2015-Q2",311800,-0.00898011545862733,"2015-02"
2016-04-30,98306,"95610","CA","Sacramento","Sacramento","Citrus Heights",950,293700,0.00720164609053498,0.0240585774058577,0.083364072298045,0.0989949465584141,-0.0227769460910965,"2005-12","2005-Q4",377600,-0.222192796610169,"2004-06"
2016-04-30,78983,"48111","MI","Detroit","Wayne","Van Buren Township",951,156600,0.00127877237851662,0.0116279069767442,0.0807453416149068,0.0807704159755225,-0.0197645898308335,"2006-02","2006-Q1",192100,-0.184799583550234,"1999-12"
2016-04-30,67307,"22554","VA","Washington","Stafford","Stafford",952,315100,0.00127105179536066,-0.000951173113506658,0.0204015544041451,0.0375195202938419,-0.0283737587803468,"2006-04","2006-Q2",420200,-0.250118990956687,"2004-08"
2016-04-30,96765,"92260","CA","Riverside","Riverside","Palm Desert",953,341000,0.00738552437223043,0.0197368421052632,0.0693007212292255,0.0496721001281439,-0.0220328107382741,"2006-02","2006-Q1",432100,-0.210830826197639,"2004-09"
2016-04-30,96009,"90028","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",954,791800,-0.000883280757097792,0.000252652854977261,0.128402451189967,0.0963869285863284,0.0249093835756868,"2016-02","2016-Q1",793300,-0.00189083574940124,"2016-02"
2016-04-30,84633,"60632","IL","Chicago","Cook","Chicago",955,153500,0.00261267145656434,0.00523903077930583,0.0749299719887955,0.0168449511801059,-0.0437496172882136,"2006-04","2006-Q2",240100,-0.360683048729696,"2002-12"
2016-04-30,95844,"89148","NV","Las Vegas","Clark","Las Vegas",956,237200,0,0.00253592561284869,0.0518847006651885,0.104969876497084,-0.0390037417127481,"2006-05","2006-Q2",353300,-0.328615907161053,"2004-03"
2016-04-30,58570,"01970","MA","Boston","Essex","Salem",957,318000,-0.00125628140703518,0.004739336492891,0.026468689477082,0.0398988198919819,-0.00321292694774056,"2005-09","2005-Q3",333800,-0.0473337327741162,"2004-08"
2016-04-30,63630,"14609","NY","Rochester","Monroe","Rochester",958,85600,0,0.00351699882766706,0.00351699882766706,0.00522097680213118,0.0120994733659388,"2016-04","2016-Q2",85600,0,"2016-04"
2016-04-30,92329,"78233","TX","San Antonio","Bexar","San Antonio",959,129000,0.00938967136150235,0.0270700636942675,0.0634789777411377,0.0365593892993883,0.0208958119736946,"2016-04","2016-Q2",129000,0,"2016-04"
2016-04-30,81986,"54935","WI","Fond du Lac","Fond du Lac","Fond du Lac",960,100100,-0.00694444444444444,-0.00595829195630586,-0.0300387596899225,-0.00818664057231067,-0.0106387678194855,"2007-02","2007-Q1",115800,-0.135578583765112,"2003-10"
2016-04-30,94760,"85044","AZ","Phoenix","Maricopa","Phoenix",961,263100,-0.00227531285551763,0.00114155251141553,0.0579010856453559,0.0877157622115801,-0.017091281229994,"2006-04","2006-Q2",312600,-0.158349328214971,"2005-07"
2016-04-30,79032,"48170","MI","Detroit","Wayne","Plymouth Township",962,283000,0,0.00461483848065318,0.0563643150429265,0.0963074783232718,0.00553591328853065,"2016-04","2016-Q2",283000,0,"2016-04"
2016-04-30,96161,"90503","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Torrance",963,790600,0.00342683081609341,0.009319545512575,0.0436963696369637,0.0516881598465821,0.00641872595412973,"2016-04","2016-Q2",790600,0,"2016-04"
2016-04-30,65806,"19139","PA","Philadelphia","Philadelphia","Philadelphia",964,59800,0.0135593220338983,0.0381944444444444,0.0363951473136915,-0.000334113004777925,0.00676692092180242,"2007-09","2007-Q3",70300,-0.149359886201991,"2006-10"
2016-04-30,98323,"95628","CA","Sacramento","Sacramento","Fair Oaks",965,396700,0.00328780981284775,0.0122480224547078,0.0844723892837616,0.0868381941024263,-0.0147598026205087,"2005-12","2005-Q4",470800,-0.157391673746814,"2004-09"
2016-04-30,74252,"37221","TN","Nashville","Davidson","Nashville",966,258300,0.00310679611650485,0.0169291338582677,0.087578947368421,0.0582695837864624,0.0213557479204467,"2016-04","2016-Q2",258300,0,"2016-04"
2016-04-30,99491,"98003","WA","Seattle","King","Federal Way",967,270300,0.0131184407796102,0.0472685005811701,0.11509900990099,0.0810145521559926,0.00198222474474519,"2007-04","2007-Q2",288700,-0.0637339799099411,"2006-06"
2016-04-30,78483,"47201","IN","Columbus","Bartholomew","Columbus",968,124200,0.00161290322580645,0.00975609756097561,0.0298507462686567,0.0323931805209259,,"2016-04","2016-Q2",124200,0,"2016-04"
2016-04-30,61173,"08757","NJ","New York","Ocean","Holiday City-Berkeley",969,144800,0,0.00416088765603329,0.0365068002863278,0.0303396709035413,-0.0306108329508848,"2006-09","2006-Q3",200300,-0.27708437343984,"2003-06"
2016-04-30,71229,"30605","GA","Athens","Clarke","Athens",970,134000,-0.00297619047619048,-0.00593471810089021,0.0283960092095165,0.016783158945143,-0.00647940059781715,"2006-01","2006-Q1",143600,-0.0668523676880223,"2004-01"
2016-04-30,69444,"27604","NC","Raleigh","Wake","Raleigh",971,161300,0.00561097256857855,0.0151038388923851,0.0639841688654354,0.0288766959796816,0.0141906986116516,"2016-04","2016-Q2",161300,0,"2016-04"
2016-04-30,84625,"60623","IL","Chicago","Cook","Chicago",972,130400,0.00153609831029186,-0.00458015267175573,0.0767960363336086,0.0203584308776001,-0.0402250564651775,"2006-10","2006-Q4",198600,-0.343403826787513,"2002-08"
2016-04-30,71832,"32164","FL","Daytona Beach","Flagler","Palm Coast",973,167100,0.00481058328322309,0.0151883353584447,0.0759819703799098,0.0733359792107839,-0.0352350270439853,"2006-07","2006-Q3",241800,-0.30893300248139,"2004-09"
2016-04-30,85052,"61554","IL","Peoria","Tazewell","Pekin",974,92500,0.00108225108225108,0.00216684723726977,0.0176017601760176,0.00393799106973303,0.00108755818666273,"2008-07","2008-Q3",97200,-0.0483539094650206,"2006-06"
2016-04-30,70844,"30064","GA","Atlanta","Cobb","Marietta",975,247400,0.00243111831442464,0.00897226753670473,0.0559112249253094,0.0535505054586205,0.0095357843854067,"2016-04","2016-Q2",247400,0,"2016-04"
2016-04-30,94956,"85382","AZ","Phoenix","Maricopa","Peoria",976,242100,0.00289975144987572,0.00707154742096506,0.0651121865376155,0.0930011389553165,-0.0240722028134595,"2005-12","2005-Q4",313200,-0.227011494252874,"2005-04"
2016-04-30,82063,"55044","MN","Minneapolis-St Paul","Dakota","Lakeville",977,310400,0.00420575865415723,0.0177049180327869,0.074792243767313,0.0483726445478321,-0.0039403054889845,"2006-06","2006-Q2",323500,-0.0404945904173107,"2005-03"
2016-04-30,73005,"34112","FL","Naples","Collier","Naples",978,186500,0.0075634792004322,0.0219178082191781,0.0900058445353595,0.0655057880624546,-0.0490835359648094,"2006-06","2006-Q2",309500,-0.397415185783522,"2004-10"
2016-04-30,96807,"92324","CA","Riverside","San Bernardino","Colton",979,243500,0.00744724865535788,0.0295983086680761,0.0851158645276292,0.126379118288668,-0.0342986959752002,"2006-07","2006-Q3",354800,-0.31369785794814,"2004-12"
2016-04-30,85282,"62040","IL","St. Louis","Madison","Granite City",980,69500,0,-0.00286944045911047,-0.0211267605633803,-0.0182385689276726,-0.0158014528920414,"2007-08","2007-Q3",82400,-0.156553398058252,"2003-10"
2016-04-30,91689,"77040","TX","Houston","Harris","Houston",981,147600,0.00408163265306122,0.0102669404517454,0.0468085106382979,0.0539453672519807,0.0156262761431574,"2016-04","2016-Q2",147600,0,"2016-04"
2016-04-30,60763,"07712","NJ","New York","Monmouth","Asbury Park",982,332500,-0.00180126088261783,0.00422832980972516,-0.00686977299880526,0.0193614015747003,-0.0146301629095884,"2006-05","2006-Q2",385600,-0.137707468879668,"2004-11"
2016-04-30,97783,"94577","CA","San Francisco","Alameda","San Leandro",983,558900,0.006664265129683,0.0277675616035307,0.163163371488033,0.114800407585866,-0.00080160745760316,"2006-07","2006-Q3",567000,-0.0142857142857143,"2005-10"
2016-04-30,72173,"32725","FL","Daytona Beach","Volusia","Deltona",984,122400,0.00410172272354389,0.0166112956810631,0.139664804469274,0.0954282564378306,-0.0426668881280671,"2006-09","2006-Q3",196000,-0.375510204081633,"2004-08"
2016-04-30,93309,"80233","CO","Denver","Adams","Northglenn",985,262900,0.00843881856540084,0.0289628180039139,0.153576129881527,0.106223122324159,0.0309112470035735,"2016-04","2016-Q2",262900,0,"2016-04"
2016-04-30,94802,"85207","AZ","Phoenix","Maricopa","Mesa",986,282600,0.00462140063988624,0.0114531138153185,0.0544776119402985,0.0955073970418527,-0.0164836249797869,"2006-03","2006-Q1",334300,-0.154651510619204,"2005-07"
2016-04-30,64741,"16801","PA","State College","Centre","State College",987,263500,-0.00151572565365669,-0.00340393343419062,0.0280920795942255,0.0196243740165345,0.0185773321469129,"2016-01","2016-Q1",264400,-0.00340393343419062,"2015-12"
2016-04-30,72371,"33033","FL","Miami-Fort Lauderdale","Miami-Dade","Homestead",988,154800,0.0170827858081472,0.0445344129554656,0.145817912657291,0.129782886965763,-0.0424230944459881,"2007-05","2007-Q2",257600,-0.399068322981366,"2004-07"
2016-04-30,62009,"11106","NY","New York","New York","New York",989,290600,0.00379965457685665,-0.0300400534045394,-0.147800586510264,-0.0145523782051857,,"2013-12","2013-Q4",379400,-0.23405376910912,
2016-04-30,70238,"28806","NC","Asheville","Buncombe","Asheville",990,200600,0.00652282990466633,0.0203458799593082,0.130777903043968,0.0552558168173614,0.0291518116256786,"2016-04","2016-Q2",200600,0,"2016-04"
2016-04-30,66745,"21044","MD","Baltimore","Howard","Columbia",991,352800,-0.00198019801980198,-0.00731570061902082,-0.0197277021394832,0.00712248480250954,-0.0166030915124036,"2006-05","2006-Q2",418300,-0.15658618216591,"2005-01"
2016-04-30,98040,"95206","CA","Stockton","San Joaquin","Stockton",992,204600,0.00688976377952756,0.0317700453857791,0.112561174551387,0.134632833426396,-0.0580570587704726,"2006-04","2006-Q2",372100,-0.450147809728568,"2003-08"
2016-04-30,66261,"20171","VA","Washington","Fairfax","Herndon",993,563400,0.000177525297354873,0.00142196942765731,-0.0162388685175485,0.0296586081123706,-0.00891816818565694,"2006-01","2006-Q1",623700,-0.0966810966810967,"2005-04"
2016-04-30,77011,"44111","OH","Cleveland","Cuyahoga","Cleveland",994,62700,0.00159744408945687,0.00159744408945687,0.00480769230769231,-0.014059979930529,-0.0394798716123805,"2005-07","2005-Q3",95700,-0.344827586206897,
2016-04-30,97572,"94118","CA","San Francisco","San Francisco","San Francisco",995,1825300,-0.00474372955288986,-0.00333078519165666,0.0776997106925666,0.120199995919983,0.0460334921401977,"2016-02","2016-Q1",1838200,-0.00701773474050702,"2016-01"
2016-04-30,97753,"94546","CA","San Francisco","Alameda","Castro Valley",996,668500,0.00224887556221889,0.0124185976071483,0.103317379105463,0.105424988369047,0.00513855026903842,"2016-04","2016-Q2",668500,0,"2016-04"
2016-04-30,90265,"74055","OK","Tulsa","Tulsa","Owasso",997,160300,0,-0.00248911014312383,0.010718789407314,0.0337291200553469,0.0244500293458312,"2016-01","2016-Q1",160700,-0.00248911014312383,"2015-12"
2016-04-30,100154,"99205","WA","Spokane","Spokane","Spokane",998,133200,0.00985595147839272,0.0230414746543779,0.0733279613215149,0.0264503395919791,0.00399008871064765,"2007-10","2007-Q4",141300,-0.0573248407643312,"2006-08"
2016-04-30,77020,"44120","OH","Cleveland","Cuyahoga","Cleveland",999,70300,0,0.00428571428571429,-0.0356652949245542,-0.0044907793418193,-0.0364414395939532,"2005-07","2005-Q3",104700,-0.328557784145177,"1997-04"
2016-04-30,70600,"29615","SC","Greenville","Greenville","Greenville",1000,212100,0.000943841434638981,0.0052132701421801,0.0417485265225933,0.0282740114495466,0.0191224174034845,"2016-04","2016-Q2",212100,0,"2016-04"
2016-04-30,76573,"43204","OH","Columbus","Franklin","Columbus",1001,81400,0.001230012300123,0.001230012300123,0.0124378109452736,0.00549483637565062,-0.0164643604061505,"2006-04","2006-Q2",96100,-0.152965660770031,"2001-05"
2016-04-30,69372,"27513","NC","Raleigh","Wake","Cary",1002,278300,0.00469314079422383,0.0168067226890756,0.0666922192410885,0.0373311858176619,0.0198673723326972,"2016-04","2016-Q2",278300,0,"2016-04"
2016-04-30,94903,"85326","AZ","Phoenix","Maricopa","Buckeye",1003,162900,0.00369685767097967,0.0155860349127182,0.0991902834008097,0.121054306615397,-0.036268287299637,"2006-09","2006-Q3",240400,-0.322379367720466,
2016-04-30,98170,"95403","CA","Santa Rosa","Sonoma","Santa Rosa",1004,480400,0.00208594075928244,0.0128610584018554,0.0682677340449188,0.0986703408039775,-0.016298545877622,"2005-12","2005-Q4",567700,-0.153778404086665,"2004-10"
2016-04-30,66831,"21221","MD","Baltimore","Baltimore","Essex",1005,169600,-0.00176574455562095,0.00533491404860699,0.004739336492891,-0.00396190509062799,-0.0214655244885206,"2007-02","2007-Q1",225400,-0.247559893522626,"2005-04"
2016-04-30,84368,"60115","IL","Chicago","De Kalb","Dekalb",1006,133100,0,0.00301431801055011,0.0113981762917933,-0.0206013252383023,-0.0258220255548596,"2006-12","2006-Q4",181800,-0.267876787678768,"2001-06"
2016-04-30,70592,"29607","SC","Greenville","Greenville","Greenville",1007,170000,0.00235849056603774,0.0179640718562874,0.0911424903722721,0.0353408233391408,0.0225651825635729,"2016-04","2016-Q2",170000,0,"2016-04"
2016-04-30,93459,"80537","CO","Fort Collins","Larimer","Loveland",1008,276200,0.00254083484573503,0.0173112338858195,0.135690789473684,0.0794001247948597,0.032343847281171,"2016-04","2016-Q2",276200,0,"2016-04"
2016-04-30,94745,"85029","AZ","Phoenix","Maricopa","Phoenix",1009,164800,0.00856793145654835,0.0204334365325077,0.123381049761418,0.150660037198943,-0.0252380717940837,"2006-07","2006-Q3",215200,-0.234200743494424,"2005-05"
2016-04-30,99508,"98023","WA","Seattle","King","Federal Way",1010,308700,0.00882352941176471,0.0320962888665998,0.108836206896552,0.0662467544538821,0.00150246124810605,"2007-02","2007-Q1",331800,-0.069620253164557,"2006-05"
2016-04-30,97557,"94102","CA","San Francisco","San Francisco","San Francisco",1011,868900,0.00184480571889773,-0.00458242639477603,0.0488894253983583,0.1265357854283,0.0397695501420112,"2015-09","2015-Q3",895100,-0.0292704725728969,"2015-07"
2016-04-30,74317,"37343","TN","Chattanooga","Hamilton","Chattanooga",1012,158900,-0.00125707102451289,-0.000628930817610063,0.0412844036697248,0.0205972627757653,0.0110948532405664,"2016-02","2016-Q1",159200,-0.00188442211055276,"2016-01"
2016-04-30,96996,"92692","CA","Los Angeles-Long Beach-Anaheim, CA","Orange","Mission Viejo",1013,674400,-0.00310421286031042,-0.00162842339008142,0.0539146741678387,0.0650569711446221,-0.00694816098090845,"2006-02","2006-Q1",725600,-0.0705622932745314,"2005-05"
2016-04-30,81623,"54220","WI","Manitowoc","Manitowoc","Manitowoc",1014,96000,-0.00207900207900208,-0.00928792569659443,-0.004149377593361,-0.00832941554824418,-0.00535940882681252,"2010-05","2010-Q2",106500,-0.0985915492957746,"2005-03"
2016-04-30,70632,"29651","SC","Greenville","Greenville","Greer",1015,156100,0.00192554557124519,0.0136363636363636,0.053306342780027,0.0310022686966256,0.0194887450467451,"2016-04","2016-Q2",156100,0,"2016-04"
2016-04-30,98369,"95678","CA","Sacramento","Placer","Roseville",1016,319600,0.00250941028858218,0.00915693084938428,0.0721234485072123,0.0983956272843767,-0.0177283521971439,"2005-12","2005-Q4",389000,-0.17840616966581,"2004-08"
2016-04-30,77068,"44212","OH","Cleveland","Medina","Brunswick",1017,161200,0.00186451211932878,0.00248756218905473,0.0112923462986198,0.0183368168540614,-0.00582623727116227,"2006-01","2006-Q1",172000,-0.0627906976744186,"2004-05"
2016-04-30,75282,"39402","MS","Hattiesburg","Forrest","Hattiesburg",1018,166300,0.00787878787878788,0.00544135429262394,-0.000600961538461538,-0.00602311188869609,0.00538778305784549,"2009-08","2009-Q3",185400,-0.10302049622438,"2007-03"
2016-04-30,96656,"92114","CA","San Diego","San Diego","San Diego",1019,384500,0.00971638655462185,0.0361088655348963,0.0889266496743132,0.107086877119086,-0.0161090278741156,"2006-04","2006-Q2",452300,-0.14990050851205,"2004-08"
2016-04-30,67770,"23602","VA","Virginia Beach","Newport News City","Newport News",1020,180200,-0.00276701715550636,-0.0088008800880088,0.000555247084952804,-0.00416498477889671,-0.0122317539858636,"2007-06","2007-Q2",216200,-0.166512488436633,"2005-08"
2016-04-30,97757,"94550","CA","San Francisco","Alameda","Livermore",1021,768000,0.000912289847517268,0.0101275812179403,0.0833685992382565,0.113873909557161,0.0122589326713152,"2016-04","2016-Q2",768000,0,"2016-04"
2016-04-30,92350,"78254","TX","San Antonio","Bexar","San Antonio",1022,171100,0.00293083235638921,0.00765606595995289,0.0503376304481277,0.0287378315251592,0.0164091365785681,"2016-04","2016-Q2",171100,0,"2016-04"
2016-04-30,91463,"76542","TX","Killeen","Bell","Killeen",1023,129300,0.00154918667699458,-0.000772797527047913,0.0229430379746835,0.0165701488460792,0.000932842514695054,"2006-10","2006-Q4",132800,-0.026355421686747,"2006-06"
2016-04-30,65771,"19103","PA","Philadelphia","Philadelphia","Philadelphia",1024,468500,-0.002767134951043,-0.00297935731006597,0.0450591122016507,0.0230241489096821,0.0127622679113735,"2014-07","2014-Q3",475900,-0.0155494851859634,"2014-05"
2016-04-30,60971,"08081","NJ","Philadelphia","Camden","Gloucester",1025,170400,0,-0.00175746924428822,-0.015028901734104,-0.00622024782997144,-0.03051289255668,"2006-09","2006-Q3",238700,-0.286133221617093,"2004-03"
2016-04-30,74557,"37920","TN","Knoxville","Knox","Knoxville",1026,111900,-0.00444839857651246,-0.0132275132275132,-0.000892857142857143,0.0110830393713799,0.0126311747218584,"2009-08","2009-Q3",116000,-0.0353448275862069,"2009-04"
2016-04-30,72429,"33126","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",1027,165100,-0.00120992135511192,0.0229244114002478,0.0755700325732899,0.127518756322284,-0.028166866726713,"2007-07","2007-Q3",236900,-0.303081468974251,"2005-03"
2016-04-30,79326,"48706","MI","Bay City","Bay","Bangor Township",1028,87100,0,0.00926998841251448,0.0247058823529412,0.00871951028261497,-0.0223586734136216,"2004-10","2004-Q4",109800,-0.206739526411658,"2000-08"
2016-04-30,399576,"33578","FL","Tampa","Hillsborough","Riverview",1029,165500,0.00424757281553398,0.0197165742452249,0.0953011250827267,0.0798783055643826,-0.025145026118839,"2006-08","2006-Q3",217700,-0.23977951309141,"2005-05"
2016-04-30,79741,"49424","MI","Grand Rapids","Ottawa","Holland Township",1030,171300,-0.00116618075801749,0.0112160566706021,0.0528580208973571,0.048470303738694,0.00628299083198391,"2002-12","2002-Q4",176400,-0.0289115646258503,"2002-11"
2016-04-30,96735,"92223","CA","Riverside","Riverside","Beaumont",1031,281000,0.0050071530758226,0.0104279036317871,0.0631857737419599,0.0816382139545946,-0.0306704507379775,"2006-08","2006-Q3",386900,-0.27371413802016,"2004-08"
2016-04-30,79740,"49423","MI","Grand Rapids","Ottawa","Holland Township",1032,141000,-0.00282885431400283,0.00213219616204691,0.0122038765254846,0.0467554991582761,0.00495510270128396,"2016-03","2016-Q1",141400,-0.00282885431400283,"2016-02"
2016-04-30,94732,"85016","AZ","Phoenix","Maricopa","Phoenix",1033,259100,0.00426356589147287,0.00895638629283489,0.0937104263402279,0.117157853851579,-0.0104501840992025,"2006-05","2006-Q2",288300,-0.10128338536247,"2005-10"
2016-04-30,69385,"27526","NC","Raleigh","Wake","Fuquay Varina",1034,211100,0.00428163653663178,0.0100478468899522,0.0486835568802782,0.0398907198090421,0.0152782793024286,"2016-04","2016-Q2",211100,0,"2016-04"
2016-04-30,73195,"34741","FL","Orlando","Osceola","Kissimmee",1035,110000,0.00732600732600733,0.0242085661080074,0.123595505617978,0.109591158129228,-0.0446570860423728,"2007-01","2007-Q1",186500,-0.410187667560322,"2004-07"
2016-04-30,58945,"02860","RI","Providence","Providence","Pawtucket",1036,158000,0.00636942675159236,0.0219922380336352,0.08145106091718,0.0236096069677338,-0.0363482671734109,"2006-04","2006-Q2",228800,-0.309440559440559,"2003-03"
2016-04-30,96670,"92129","CA","San Diego","San Diego","San Diego",1037,692900,-0.00373831775700935,0.00072212593876372,0.0424251542049045,0.0588064950401475,0.00866898529041271,"2016-02","2016-Q1",696100,-0.00459704065507829,"2016-02"
2016-04-30,90629,"75024","TX","Dallas-Fort Worth","Collin","Plano",1038,392100,0.00281329923273657,0.0192357681310112,0.132255269997112,0.0793993361761525,0.0348389368976365,"2016-04","2016-Q2",392100,0,"2016-04"
2016-04-30,77085,"44240","OH","Akron","Portage","Kent",1039,131800,0.0030441400304414,0.0130668716372022,0.0240870240870241,0.0150742026442241,-0.00487432385026842,"2007-03","2007-Q1",139800,-0.0572246065808298,"2004-12"
